segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
1670,0.0,1.0,CADC0888,5,465,94,0.1904300068085106,0.110728663681497,0.3327591676896326,0.7641674123099054,1.53260757631669,1,1,1,2,8,0.0017250158393792,0.0002156387091844,2325,470,0.0002381261584548,0.0011779645072499
1671,0.0,1.0,CADC0888,5,430,87,0.2845247308045976,0.1371068011068784,0.3702793554964663,-0.5355691095883128,1.0228918865378085,1,1,1,3,12,0.0014775688962535,0.0001829391411016,2150,435,0.0003188530258299,0.0015759402426077
1672,1.0,1.0,CADC0888,5,240,49,0.1730705693877551,0.0253543095195882,0.1592303661981226,-1.4718032968980077,0.4611446023192008,1,1,1,4,6,0.0007557901491261,0.0003773766655204,1200,245,0.0001056429563316,0.0005174348881548
1673,0.0,1.0,CADC0888,5,335,68,0.1246579720588235,0.0196460376341394,0.1401643236852355,-0.8186913477691498,0.8793902142870957,1,1,1,3,6,0.0003742820604026,0.0001857769653894,1675,340,5.864488846011784e-05,0.0002889123181491
1674,0.0,1.0,CADC0888,5,350,71,0.328595504225352,0.1144101015007263,0.3382456230326215,-0.9517133151824768,0.8035200185899315,1,1,1,2,15,0.0014365790802565,0.0001124549713614,1750,355,0.0003268860042877,0.0016114098802919
1675,0.0,1.0,CADC0888,5,270,55,0.0890740974545454,0.0128045157751146,0.1131570403250042,-0.7693160586322487,0.9668844286323676,1,1,1,1,3,0.0005851616574307,0.0003848572262435,1350,275,4.7424132500424585e-05,0.0002328093777293
1677,0.0,1.0,CADC0888,5,320,65,0.383156403076923,0.1311950207501027,0.3622085321332212,-1.3923687042472213,0.3475076348720739,1,1,1,2,13,0.0013671992041056,0.0001118152260215,1600,325,0.000409984439844,0.0020183849346169
1678,0.0,1.0,CADC0888,5,225,46,0.0810217282608695,0.0090600396024337,0.0951842403049673,-1.264951340290679,0.6204959580852099,1,1,1,3,5,0.0003602621464951,0.0003025897652568,1125,230,4.0266842677483406e-05,0.0001969573826616
1679,0.0,1.0,CADC0888,5,335,68,0.3211226351470588,0.144832050358684,0.3805680627150471,-1.0756266003693469,0.7256934329054533,1,1,1,2,5,0.0020519637936404,0.0005752262477232,1675,340,0.0004323344786826,0.00212988309351
1680,0.0,1.0,CADC0888,5,235,48,0.025745675,0.0016858011377797,0.0410585087135394,-0.5441167596370176,1.1133165165609695,1,1,1,2,4,0.0001347859741021,0.0001312970622495,1175,240,7.1736218628927305e-06,3.5120857037079e-05
1681,0.0,1.0,CADC0888,5,360,73,0.2554174863013699,0.1192350616586461,0.3453043029831023,-0.7548758107876883,0.943649383394679,1,1,1,2,12,0.0016984631360216,0.0001664292129659,1800,365,0.0003312085046073,0.0016333570090225
1682,0.0,1.0,CADC0888,5,265,54,0.0395933777777777,0.0037221149089328,0.0610091379133719,-0.4098324781271558,1.121835832942743,1,1,1,3,4,0.0001891420466384,0.0001948840504323,1325,270,1.4045716637482418e-05,6.892805386912668e-05
1684,0.0,1.0,CADC0888,5,255,52,0.0480187711538461,0.0052163713378393,0.0722244511079133,-0.495834129884253,1.0803144454862457,1,1,1,2,4,0.000246448292507,0.0002164028163412,1275,260,2.045635818760533e-05,0.0001003148334199
1687,0.0,1.0,CADC0888,5,365,74,0.2644616944594594,0.122633743152565,0.3501910095256088,-0.8145656239983694,0.910211944665107,1,1,1,3,7,0.0016749084705662,0.0002441537780607,1825,370,0.0003359828579522,0.0016572127453049
1688,0.0,1.0,CADC0888,5,235,48,0.04882283125,0.0035327347586871,0.0594368131605922,-0.7790947941090218,0.9206282673129086,1,1,1,3,6,0.0002082439026551,0.0002173818147064,1175,240,1.5032913866753824e-05,7.359864080598226e-05
1692,0.0,1.0,CADC0888,5,325,66,0.1407045395454545,0.0305070083592624,0.1746625556874237,-0.9707950888040155,0.8335223605444559,1,1,1,3,5,0.0005825282318041,0.0002898158974629,1625,330,9.38677180284997e-05,0.0004622273993827
1694,1.0,1.0,CADC0888,5,285,58,0.144703274137931,0.0308718510536426,0.1757038731890751,-0.9603006935493535,0.811583290056551,2,1,1,2,2,0.0026846404912481,0.0063341299567784,1425,290,0.0001083222843987,0.0005322732940283
1695,0.0,1.0,CADC0888,5,370,75,0.2422205334666666,0.1053284295851176,0.3245434171033478,-0.7766533269773386,0.930489786471703,1,1,1,2,6,0.0014299351643064,0.000182559197198,1850,375,0.0002846714313111,0.0014043790611349
1696,1.0,1.0,CADC0888,5,345,70,0.1111510257142857,0.0255604999081464,0.159876514560915,-0.6276608953148415,1.027739772679969,2,1,1,3,3,0.0020441398618776,0.0048322816850505,1725,350,7.408840553085935e-05,0.0003651499986878
1698,1.0,1.0,CADC0888,5,415,84,0.233798219047619,0.0842809057294893,0.2903117388764867,-1.0105092326694127,0.7851635929664611,2,1,1,1,2,0.0036368617420585,0.0088086788293009,2075,420,0.00020308651983,0.0010033441158272
1702,1.0,1.0,CADC0888,5,335,68,0.2627979173529411,0.1021312180696726,0.3195797522836399,-1.0129065487719895,0.7730757019961408,2,1,1,2,2,0.0060036475577601,0.0142014986575259,1675,340,0.0003048693076706,0.0015019296774951
1703,0.0,1.0,CADC0888,5,355,72,0.3586827052777777,0.1598792865899153,0.399849079766248,-1.246007669954598,0.6023553007769328,1,1,1,4,6,0.0018677016377005,0.0005689301699418,1775,360,0.0004503641875772,0.0022205456470821
1708,1.0,1.0,CADC0888,5,335,68,0.2961731813235295,0.1152576404523062,0.3394961567563118,-1.0646063560078491,0.7256883999804471,2,1,1,1,1,0.0112671999752035,0.0300452794942408,1675,340,0.0003440526580665,0.0016949653007692
1711,0.0,1.0,CADC0888,5,375,76,0.3026512881578947,0.1216133502348097,0.3487310571698623,-1.239688710155877,0.6339657652780278,1,1,1,3,11,0.0012665525573538,0.0002085204557494,1875,380,0.0003243022672928,0.0016001756609843
1713,0.0,1.0,CADC0888,5,390,79,0.2775071363291139,0.1141734607550718,0.3378956358923148,-1.0923095083682202,0.7392652192965671,1,1,1,3,6,0.0012304211305332,0.0003122693094209,1950,395,0.0002927524634745,0.0014452336804439
1714,1.0,1.0,CADC0890,5,180,37,0.1686966702702702,0.0234992699308507,0.1532947159260577,2.061673923482986,1.774506032761746,3,1,1,3,5,0.0123628284698218,0.0277270563253853,900,185,0.0001305514996158,0.0006351154035365
1715,1.0,1.0,CADC0890,5,237,48,0.157277114375,0.0581274137119793,0.2410962747783119,1.3686948839035835,1.6609365486027905,2,2,1,1,2,0.0166621535371518,0.0328770626716558,1199,240,0.0002452633489956,0.0012109877856662
1717,1.0,1.0,CADC0890,5,205,42,0.0607941259523809,0.0119421076973584,0.1092799510310948,3.278364754593902,2.0940659176294707,2,2,1,1,2,0.0054183805089712,0.0115403540966287,1025,210,5.82541838895536e-05,0.0002843358975561
1718,1.0,1.0,CADC0890,5,195,40,0.12794355375,0.0427640054367221,0.2067945972135688,1.3284876814436686,1.6056938361496074,3,2,1,2,4,0.0406577678415155,0.1076491505162741,975,200,0.0002193025919831,0.001069100135918
1720,0.0,1.0,CADC0890,5,235,48,0.4105102308333332,0.1491085472850508,0.3861457591183034,-1.0027421146476243,0.6761735707069491,1,1,1,6,10,0.0046940709230312,0.0023113496482681,1175,240,0.0006345044565321,0.0031064280684385
1722,0.0,1.0,CADC0890,5,235,48,0.3407496775,0.1586575477852222,0.398318400008363,-0.8725946859146894,0.8355965893258803,1,1,1,3,7,0.0053784820627927,0.0021540467047998,1175,240,0.0006751385012137,0.0033053655788587
1724,1.0,1.0,CADC0890,5,195,40,0.121847269,0.0511389562177589,0.2261392407738183,1.813093811922629,1.8116260026050173,3,2,1,2,4,0.0413059340519708,0.1072909199724022,975,200,0.0002622510575269,0.0012784739054439
1727,1.0,1.0,CADC0890,5,90,19,0.2096417563157894,0.0803090987583701,0.2833886002618492,-1.0596690417199894,0.8477825721084358,2,1,1,2,3,0.0751413122050478,0.2456558421232697,450,95,0.0008923233195374,0.0042267946714931
1729,0.0,1.0,CADC0894,1,526,527,0.2956128407020872,0.1414799015392273,0.3761381415640101,-0.93926565471238,0.8307755192814376,1,1,1,85,109,4.271598735022598e-05,2.7970914939489204e-05,526,527,0.0002689731968426,0.0002684628112698
1731,0.0,1.0,CADC0894,1,517,518,0.1654488806949806,0.0444833601003155,0.2109107870648524,-0.621464587438362,1.0073598308256952,1,1,1,20,64,2.963566827409052e-05,1.9832423590057652e-05,517,518,8.604131547449814e-05,8.58752125488717e-05
1733,0.0,1.0,CADC0894,1,452,453,0.1209882908830022,0.0301802591937693,0.1737246648975595,-0.6122791543274979,1.0295855620100398,3,1,1,25,49,2.2383721828290715e-05,1.4830097584432389e-05,452,453,6.677048494196762e-05,6.662308872796768e-05
1736,0.0,1.0,CADC0894,1,477,478,0.056000191004184,0.0097461051335405,0.0987223638976525,0.2964840894583038,1.4171672369773636,4,1,1,11,49,1.4965122180847384e-05,9.574160846286568e-06,477,478,2.043208623383761e-05,2.038934128355761e-05
1737,1.0,1.0,CADC0894,1,452,453,0.0137168389403973,0.0009005286529049,0.0300088095882682,3.676077196237887,2.207968777845431,2,2,2,8,36,1.2051229478820796e-05,9.467052018828384e-06,452,453,1.992320028550748e-06,1.9879219710925784e-06
1739,1.0,1.0,CADC0894,1,494,495,0.0305966228484848,0.0038573019958948,0.0621071815162695,1.5216641614514357,1.798133755551808,2,2,1,16,44,1.0640899365974087e-05,6.119725884676269e-06,494,495,7.808303635414692e-06,7.792529284636075e-06
1740,0.0,1.0,CADC0894,1,462,463,0.0493830895896328,0.0065345131348013,0.0808363354859762,0.3327987106306613,1.3789274408085146,1,1,1,48,56,5.293271626822078e-06,4.289304601232105e-06,462,463,1.4143967824245249e-05,1.4113419297627006e-05
1741,0.0,1.0,CADC0894,1,410,411,0.050124161459854,0.0046107367804513,0.0679024062935276,-0.1134755423107227,1.2446709422780768,1,1,1,18,54,1.7337593442429553e-05,2.0901538391592656e-05,410,411,1.1245699464515366e-05,1.1218337665331627e-05
1743,1.0,1.0,CADC0894,1,429,430,0.0264482610697674,0.0009459002794484,0.030755491858341,0.5420640732132198,1.1929384606901472,3,2,2,12,45,1.5911989109412123e-05,1.8707024395367595e-05,429,430,2.204895756290168e-06,2.1997680917406563e-06
1745,0.0,1.0,CADC0894,1,328,329,0.0140064567477203,0.0006258388121806,0.0250167706185399,1.0583544692774574,1.6238957268887086,1,1,1,38,43,2.516063839237194e-06,4.363676530934553e-06,328,329,1.9080451590873285e-06,1.9022456297284005e-06
1746,0.0,1.0,CADC0894,1,368,369,0.0200705771544715,0.001806994012555,0.0425087521876969,1.9245109974414785,1.9010738043783624,3,1,1,6,16,1.347562519860598e-05,1.648974353940872e-05,368,369,4.910309816725631e-06,4.897002744051577e-06
1747,1.0,1.0,CADC0894,1,354,355,0.015136826112676,0.0011064633168869,0.0332635433603658,2.261875073757928,1.995336791104324,2,1,1,4,21,1.4896891926112995e-05,1.109838299464193e-05,354,355,3.1256025900761043e-06,3.1167980757378617e-06
1749,0.0,1.0,CADC0894,1,289,290,0.0025328346551724,2.800882388252213e-05,0.0052923363349774,2.0480905118760404,1.8873628900642243,15,2,1,22,25,1.8360055417993083e-06,5.236260600814584e-06,289,290,9.691634561426342e-08,9.658215131904183e-08
1750,0.0,1.0,CADC0894,1,300,301,0.0014483429900332,1.2861338574183088e-05,0.0035862708450677,4.055220229824239,2.337499145320605,7,1,1,14,17,9.308225763826664e-07,2.7084142410836115e-06,300,301,4.2871128580610296e-08,4.2728699582003616e-08
1753,0.0,1.0,CADC0894,1,438,439,0.0241365539863325,0.0004921221297815,0.0221838258598813,-1.4533534419544392,0.2924174938369938,12,1,1,82,94,3.1608217829429216e-06,8.672923437457205e-06,438,439,1.1235665063505492e-06,1.121007129342917e-06
1754,0.0,1.0,CADC0894,1,441,442,0.0170100012669683,0.0003091107926187,0.0175815469347467,-1.366378163479271,0.4809900761006832,13,1,1,71,86,2.123022858980046e-06,5.8437086147090925e-06,441,442,7.009315025367384e-07,6.993456846576959e-07
1755,0.0,1.0,CADC0894,1,453,454,0.0069024162555066,7.867110141594502e-05,0.0088696731290361,-0.7757522297933437,0.8916003737077699,26,1,1,63,84,2.2195194257227378e-06,6.549791892099559e-06,453,454,1.73666890542925e-07,1.732843643523018e-07
1758,0.0,1.0,CADC0894,1,416,417,0.0198691726378896,0.0004177297388489,0.0204384377790718,-1.3946600903449955,0.4472767283804079,9,1,2,71,80,2.6880122305293274e-06,7.410407693977833e-06,416,417,1.0041580260793025e-06,1.0017499732589682e-06
1765,0.0,1.0,CADC0894,1,353,354,0.0042542876836158,2.840117861695113e-05,0.0053292756184073,-0.9422392906544044,0.7956672621718277,34,1,1,49,60,2.2545406097813023e-06,6.425841215060795e-06,353,354,8.045659664858678e-08,8.02293181269806e-08
1767,0.0,1.0,CADC0894,1,472,473,0.0134972847145877,0.0002047668943782,0.0143096783464294,-1.3513433056098154,0.5009595483644288,20,2,1,74,90,2.959756817051272e-06,8.542093675934184e-06,472,473,4.338281660556634e-07,4.329109817722477e-07
1768,1.0,1.0,CADC0894,1,352,353,0.0059516542776203,0.0001741676869847,0.0131972605863774,3.136704599804367,2.1360547250641617,5,2,1,7,20,1.0318367543568753e-05,1.444565506959886e-05,352,353,4.947945652975908e-07,4.933928809766345e-07
1769,0.0,1.0,CADC0894,1,565,566,0.0296299917491166,0.0040061225463965,0.0632939376749193,2.3706972179766144,1.979185030208043,3,1,1,42,46,4.341238896772035e-06,3.4241713888471597e-06,565,566,7.090482383002798e-06,7.077955028969224e-06
1770,0.0,1.0,CADC0894,1,426,427,0.055519689320843,0.0083169743197939,0.0911974468929582,0.1107984339480894,1.3268528373698936,5,1,1,15,41,7.79001599571221e-06,5.400344761799534e-06,426,427,1.95234138962299e-05,1.947769161544248e-05
1772,1.0,1.0,CADC0894,1,422,423,0.0251077328368794,0.0018975210978149,0.0435605451964847,1.1015607888192598,1.6105038334748891,6,1,1,32,45,1.231558797550664e-05,1.3905708298078389e-05,422,423,4.496495492452593e-06,4.485865479468072e-06
1773,1.0,1.0,CADC0894,1,404,405,0.0422031018518518,0.0031337293785815,0.0559797229234079,0.4142055675310878,1.3880933048380923,2,1,1,38,77,1.0676775672485604e-05,1.0152919050263044e-05,404,405,7.756755887578041e-06,7.737603403905008e-06
1774,1.0,1.0,CADC0894,1,533,534,0.0872241507677902,0.0134383291296256,0.1159238074324063,0.6458721370897269,1.4407521972007058,2,1,1,83,126,1.5321184120174488e-05,1.544535390507895e-05,533,534,2.5212625008678467e-05,2.516541035510416e-05
1775,0.0,1.0,CADC0894,1,323,324,0.1671471267901234,0.0255824325238986,0.1599450922157309,-1.3837644023355482,0.5359707222750054,2,1,1,84,99,2.0696882268515013e-05,1.7038992314641005e-05,323,324,7.920257747337053e-05,7.895812507376136e-05
1776,1.0,1.0,CADC0894,1,356,357,0.1546062842577031,0.0328883465591848,0.181351444877577,-1.2093152568628651,0.6891624235406623,2,1,1,22,86,3.119086542059258e-05,1.7605906354007656e-05,356,357,9.238299595276644e-05,9.21242200537391e-05
1778,0.0,1.0,CADC0894,1,488,489,0.0853414383435582,0.0174414843017791,0.1320662118097554,-0.2569863926452651,1.1903254998520012,2,1,1,11,33,1.977779979740901e-05,1.7922004170262425e-05,488,489,3.574074652003933e-05,3.566765705885316e-05
1781,1.0,1.0,CADC0894,1,457,458,0.1062420029475982,0.0191630611418877,0.1384307088108985,-0.8963981234648655,0.865647938486684,2,1,1,19,45,1.4848986790241577e-05,1.4626195894651315e-05,457,458,4.193230009165815e-05,4.184074485128335e-05
1783,0.0,1.0,CADC0894,1,452,453,0.1459227029801324,0.0326932072537183,0.1808126302383723,-1.0689472954389707,0.7718678524936796,1,1,1,24,87,1.9554508344628327e-05,1.3775108977801468e-05,452,453,7.233010454362465e-05,7.217043543867184e-05
1784,0.0,1.0,CADC0894,1,509,510,0.1278679831568627,0.0223953863137669,0.1496508814333111,-0.8925752122077646,0.8602233524893466,1,2,1,115,122,1.046346704078426e-05,1.2399135616385115e-05,509,510,4.3998794329601065e-05,4.391252218385675e-05
1786,0.0,1.0,CADC0894,1,615,616,0.1866269634090909,0.0606114342655318,0.2461938956707332,-0.903169031446322,0.872781325289002,2,1,1,96,105,1.473784611581138e-05,9.67175953506358e-06,615,616,9.855517766753148e-05,9.839518549599328e-05
1787,0.0,1.0,CADC0894,1,736,737,0.1133664913704206,0.0245416182282454,0.1566576465680672,-0.6809965219583227,0.9857321188331712,5,1,1,112,114,6.51707321435217e-06,8.601531144472373e-06,736,737,3.334458998402918e-05,3.329934630698165e-05
1791,0.0,1.0,CADC0894,1,738,739,0.2495836479566982,0.0894689619130556,0.299113627093544,-1.271971333092437,0.644151017088956,3,1,1,60,146,2.306313426704308e-05,1.9854071697083275e-05,738,739,0.0001212316557087,0.0001210676074601
1792,0.0,1.0,CADC0894,1,810,811,0.3029258830579531,0.1374417376311468,0.3707313550687975,-1.0574396165972462,0.7488743619810497,1,1,1,36,113,2.5405973892003583e-05,1.880498861035828e-05,810,811,0.0001696811575693,0.0001694719329607
1797,0.0,1.0,CADC0872,5,605,122,5.084253254098361e-06,1.8233318867245e-10,1.3503080710432342e-05,-1.4403343557446813,-0.1115450559444778,1,1,1,32,41,8.194200626720827e-13,1.0461123618778057e-12,3025,610,3.013771713594214e-13,1.4945343333807377e-12
1798,0.0,1.0,CADC0872,5,700,141,9.445327872340428e-07,1.91762008476406e-10,1.3847816018289888e-05,-1.3808427113760229,-0.1811462097252811,1,1,1,39,48,5.915052100527897e-13,7.072623538066727e-13,3500,705,2.7394572639486574e-13,1.3600142445135178e-12
1800,1.0,1.0,CADC0872,5,815,148,-8.375030533783784e-06,6.341295599080263e-10,2.5181929233242363e-05,-1.0635554134401008,0.1570950353432822,5,2,1,5,9,5.1147784565706985e-11,1.3438547390688562e-10,10891,740,7.780730796417502e-13,4.284659188567745e-12
1802,0.0,1.0,CADC0872,5,890,179,-1.03674145698324e-05,2.8549285713916477e-10,1.689653387944299e-05,-1.2821648276221789,-0.180238656091997,1,1,1,52,60,6.491689210560579e-13,7.139221643881289e-13,4450,895,3.207784911676009e-13,1.59493216278863e-12
1806,0.0,1.0,CADC0872,5,560,113,1.1806977230088497e-05,3.4458290878568883e-10,1.8562944507423624e-05,-1.2455118631699371,-0.1311400200317582,1,1,1,31,43,1.6111347631728136e-12,1.153117390619114e-12,2800,565,6.153266228315873e-13,3.049406272439724e-12
1808,0.0,1.0,CADC0872,5,580,117,3.741888811965812e-06,4.2227594067582044e-10,2.054935377757219e-05,-1.4018470241716396,-0.1044377543967828,1,1,1,26,39,1.6850315421829718e-12,8.876349870416091e-13,2900,585,7.280619666824491e-13,3.609196074152312e-12
1809,0.0,1.0,CADC0872,5,535,108,-6.7203611851851845e-06,1.4988010902925591e-10,1.2242553207123744e-05,-0.5310923193760222,-0.6838269194845955,1,1,1,27,33,6.895272116590365e-13,7.2988326055576e-13,2675,540,2.801497365032821e-13,1.3877787873079253e-12
1810,1.0,1.0,CADC0872,5,1115,224,1.5332640294642856e-05,3.1960478327479187e-10,1.787749376380235e-05,1.5847302560567176,0.6517728758988862,12,4,3,12,21,2.474553953379042e-10,7.053767874245123e-10,5575,1120,2.8664106123299723e-13,1.4268070681910353e-12
1813,0.0,1.0,CADC0872,5,785,158,2.805441829113924e-06,6.344314077537252e-10,2.518792186254605e-05,-1.3453066103818874,-0.2583843496294722,1,1,1,38,56,1.5514252105638217e-12,9.533696721506425e-13,3925,790,8.081928761193953e-13,4.015388656669148e-12
1814,0.0,1.0,CADC0872,5,1030,207,-1.221384836231884e-05,3.3492212146512557e-10,1.830087761461525e-05,-1.49033027883763,0.0932592831538022,1,1,1,57,64,6.206478756894795e-13,9.068351352939967e-13,5150,1035,3.2516710821856855e-13,1.617981263116549e-12
1815,1.0,1.0,CADC0872,5,985,198,-2.303626871717173e-06,3.8428430403974887e-10,1.9603170764948943e-05,1.7198640966306211,0.7937532076371356,6,3,1,6,8,1.411211142025681e-10,3.7332842670152686e-10,4925,990,3.901363492789329e-13,1.94082981838257e-12
1819,0.0,1.0,CADC0872,5,95,20,2.05594465e-05,5.215213285004628e-10,2.28368414738217e-05,-1.382135411430483,-0.2597744034745464,1,1,1,2,4,5.917392730686149e-11,1.0272535418544445e-11,475,100,5.4896981947417135e-12,2.6076066425023137e-11
1823,0.0,1.0,CADC0872,5,95,20,1.4558575999999996e-05,6.399102579213738e-10,2.529644753560021e-05,-1.3928137700410066,-0.3203345234872126,1,1,2,1,3,7.021084271423546e-11,8.992438487888888e-12,475,100,6.735897451803937e-12,3.19955128960687e-11
1824,0.0,1.0,CADC0872,5,75,16,9.284875e-06,7.050580494178625e-10,2.655292920598145e-05,-1.3767685601902833,-0.0981538784824404,1,1,2,2,2,1.1173259979019555e-10,2.344404965328164e-11,375,80,9.400773992238166e-12,4.4066128088616405e-11
1831,0.0,1.0,CADC0872,5,100,21,-4.8190409523809525e-06,2.679038155386753e-10,1.6367767579565495e-05,-1.395944788855063,-0.0853765995720434,1,1,2,2,7,2.8364861894575002e-11,9.022227316719112e-12,500,105,2.679038155386753e-12,1.2757324549460728e-11
1832,0.0,1.0,CADC0872,5,75,16,-1.5877667375e-06,2.8401573230583515e-10,1.6852766310188814e-05,-1.5055028077330774,0.0775953372813357,1,1,2,1,3,4.68956209713874e-11,7.85370240314028e-12,375,80,3.786876430744469e-12,1.7750983269114697e-11
1835,0.0,1.0,CADC0872,5,95,20,-2.63644685e-06,2.5329608391250557e-10,1.5915278317155048e-05,-1.4406343658536795,0.1371958324796667,1,1,2,3,5,2.994884390066793e-11,9.09900747847659e-12,475,100,2.6662745675000587e-12,1.2664804195625278e-11
1837,0.0,1.0,CADC0872,5,90,19,5.033332631578954e-07,3.6701577096647324e-10,1.915765567512041e-05,-1.4298944216016969,0.0714728130761725,1,1,2,3,5,4.557072252253823e-11,9.249150112489645e-12,450,95,4.077953010738593e-12,1.9316619524551222e-11
1838,0.0,1.0,CADC0872,5,85,18,-2.581062777777777e-06,4.6483604912787556e-10,2.156005679788148e-05,-1.3610667717451623,0.0597006111234651,1,1,2,1,5,6.14929757538699e-11,1.3257744022048439e-11,425,90,5.4686594015044185e-12,2.582422495154864e-11
1839,0.0,1.0,CADC0872,5,85,18,3.875377555555555e-06,4.744045885935551e-10,2.178083075994933e-05,-1.3747584967009605,0.0410851912899916,1,1,2,1,3,6.448606782365766e-11,1.0847651898051938e-11,425,90,5.581230454041823e-12,2.635581047741972e-11
1840,0.0,1.0,CADC0872,5,90,19,-1.944846e-06,5.740221861777112e-10,2.395876011353073e-05,-1.300950961383643,0.0975984012597577,1,1,2,1,3,7.036494553891239e-11,1.2118481816991946e-11,450,95,6.378024290863457e-12,3.0211694009353216e-11
1841,0.0,1.0,CADC0872,5,90,19,5.266696842105262e-06,5.38783186832432e-10,2.3211703660705995e-05,-1.1664914653093736,-0.0010668980575964,1,1,2,2,3,7.050749958060988e-11,9.641678045811074e-12,450,95,5.98647985369369e-12,2.8357009833285905e-11
1845,0.0,1.0,CADC0872,5,95,20,7.639572299999999e-06,5.387766333635124e-10,2.321156249293684e-05,-0.811626578056055,-0.2896369727556007,1,1,1,2,5,5.795962052227714e-11,1.3222761210218729e-11,475,100,5.671332982773815e-12,2.693883166817562e-11
1846,0.0,1.0,CADC0872,5,80,17,1.126429705882353e-05,5.736035691992796e-10,2.395002232147769e-05,-1.0037714659006345,-0.2921281750945944,1,1,1,1,3,7.754964976594648e-11,2.1237593976730663e-11,400,85,7.170044614990995e-12,3.3741386423487034e-11
1847,0.0,1.0,CADC0872,5,90,19,9.549170789473683e-06,4.786453063224137e-10,2.1877963943713174e-05,-0.8481542259599006,-0.3888863639571074,1,1,1,2,4,5.199219371925909e-11,9.54292965798751e-12,450,95,5.3182811813601535e-12,2.5191858227495463e-11
1850,0.0,1.0,CADC0872,5,85,18,6.501197777777777e-06,5.861262958427394e-10,2.4210045349869537e-05,-1.1382893226309614,-0.2883590286375198,1,1,1,1,3,5.856440903752387e-11,9.032950550443747e-12,425,90,6.895603480502818e-12,3.2562571991263306e-11
1851,0.0,1.0,CADC0872,5,90,19,1.0965714736842108e-05,3.719089190824039e-10,1.9284940214644276e-05,-1.1206948356628976,-0.1378727896911286,1,1,2,2,3,5.073961441818766e-11,1.3710940930112112e-11,450,95,4.132321323137821e-12,1.9574153635915992e-11
1854,0.0,1.0,CADC0872,5,80,17,1.0818454705882354e-05,4.879660564442954e-10,2.208995374472965e-05,-0.9778127223071502,-0.1727699268197319,1,1,1,2,3,7.316420246631209e-11,9.881898345664891e-12,400,85,6.099575705553694e-12,2.870388567319385e-11
1857,0.0,1.0,CADC0872,5,100,21,5.345763047619047e-06,3.988342887246372e-10,1.9970835954577293e-05,-1.3264226997224435,-0.0942555941225844,1,1,2,1,3,3.9147065473101596e-11,5.723933637195084e-12,500,105,3.9883428872463706e-12,1.8992108986887484e-11
1859,0.0,1.0,CADC0872,5,95,20,3.5885344e-06,2.4265739732765977e-10,1.5577464406239542e-05,-1.323976598259642,-0.1846913462808737,1,1,2,3,6,3.064659967824984e-11,1.3013818260158614e-11,475,100,2.554288392922735e-12,1.2132869866382989e-11
1861,0.0,1.0,CADC0872,5,95,20,8.924950499999994e-07,1.7857724919762449e-10,1.3363279881736538e-05,-1.3510020170568962,-0.2011507921651899,1,1,2,1,7,1.977204971713529e-11,3.961033644460581e-12,475,100,1.879760517869732e-12,8.928862459881226e-12
1862,0.0,1.0,CADC0872,5,80,17,1.7794649235294117e-06,2.1842825772296856e-10,1.4779318581144686e-05,-1.535118945132219,0.0422494676001833,1,1,2,1,2,3.234911060663015e-11,8.054044563475964e-12,400,85,2.730353221537107e-12,1.2848721042527563e-11
1864,0.0,1.0,CADC0872,5,75,16,3.016153125e-06,1.6260661907530894e-10,1.2751730042441652e-05,-1.397936653341065,0.0024809280219443,1,1,2,2,4,2.674777598503556e-11,5.719421083165816e-12,375,80,2.168088254337453e-12,1.0162913692206809e-11
1866,0.0,1.0,CADC0872,5,75,16,2.7621930625e-06,1.4308630921646198e-10,1.1961868968370368e-05,-1.4915127174512877,0.016991028114493,1,1,2,2,5,2.717396953176813e-11,1.3499033589342064e-11,375,80,1.907817456219493e-12,8.942894326028873e-12
1871,0.0,1.0,CADC0872,5,100,21,1.96587e-06,1.5201879285167618e-10,1.2329590133158367e-05,-1.4969246454693337,-0.1631357529456812,1,1,2,1,4,1.490764587482e-11,2.0000278135789463e-12,500,105,1.520187928516762e-12,7.238990135794105e-12
1873,0.0,1.0,CADC0872,5,100,21,3.173327142857143e-06,2.1496462703952519e-10,1.466167204105743e-05,-1.4686447102278846,-0.0601528385607583,1,1,2,2,4,2.2117233659450003e-11,4.301105296383936e-12,500,105,2.149646270395252e-12,1.0236410811405962e-11
1874,0.0,1.0,CADC0872,5,75,16,7.14805125e-06,2.84057955017186e-10,1.6854018957423357e-05,-1.5224313964553466,-0.0753246633973588,1,1,2,1,2,4.8505979810106656e-11,1.4891549265538773e-11,375,80,3.787439400229146e-12,1.7753622188574122e-11
1875,0.0,1.0,CADC0872,5,100,21,5.656672380952382e-06,3.2092839754166565e-10,1.791447452597105e-05,-1.4890621440043077,-0.028660575325284,1,1,2,2,4,3.25695738781e-11,5.52693355428255e-12,500,105,3.2092839754166568e-12,1.5282304644841225e-11
1876,0.0,1.0,CADC0872,5,75,16,9.362885625e-06,3.5869899842194955e-10,1.893935052798669e-05,-1.4305996133301164,-0.097795518107778,1,1,2,1,3,5.923458687628886e-11,9.147333001897962e-12,375,80,4.782653312292661e-12,2.241868740137185e-11
